
Random\39.png,13,219,53,259,Random
Random\40.png,385,140,425,180,Random
Random\41.png,384,140,424,180,Random
Random\42.png,377,139,417,179,Random
Random\43.png,359,138,399,178,Random
Random\44.png,343,138,383,178,Random
Random\45.png,334,138,374,178,Random
Random\46.png,318,137,358,177,Random
Random\47.png,303,137,343,177,Random
Random\48.png,286,138,326,178,Random
Random\49.png,268,138,308,178,Random
Random\50.png,299,155,339,195,Random
Random\51.png,298,155,338,195,Random
Random\52.png,298,155,338,195,Random
Random\53.png,298,155,338,195,Random
Random\54.png,298,155,338,195,Random
Random\55.png,298,155,338,195,Random
Random\56.png,298,155,338,195,Random
Random\57.png,298,155,338,195,Random
Random\58.png,298,155,338,195,Random
Random\59.png,298,155,338,195,Random
Random\60.png,298,155,338,195,Random
Random\61.png,298,155,338,195,Random
Random\62.png,298,155,338,195,Random
Random\63.png,298,155,338,195,Random
Random\64.png,298,155,338,195,Random
Random\65.png,298,155,338,195,Random
Random\66.png,298,155,338,195,Random
Random\67.png,298,155,338,195,Random
Random\68.png,298,155,338,195,Random
Random\1.png,297,192,337,232,Random
Random\2.png,297,192,337,232,Random
Random\3.png,297,192,337,232,Random
Random\4.png,297,192,337,232,Random
Random\5.png,297,192,337,232,Random
Random\6.png,297,192,337,232,Random
Random\7.png,297,192,337,232,Random
Random\8.png,297,192,337,232,Random
Random\9.png,297,192,337,232,Random
Random\10.png,297,192,337,232,Random
Random\11.png,297,192,337,232,Random
Random\1.png,299,194,339,234,Random
Random\2.png,299,194,339,234,Random
Random\3.png,353,191,393,231,Random
Random\4.png,363,191,403,231,Random
Random\5.png,377,191,417,231,Random
Random\6.png,399,190,439,230,Random
Random\7.png,414,189,454,229,Random
Random\8.png,430,189,470,229,Random
Random\9.png,445,189,485,229,Random
Random\10.png,462,188,502,228,Random
Random\11.png,106,129,146,169,Random
Random\1.png,300,204,340,244,Random
Random\1.png,105,297,145,337,Random
Random\2.png,117,291,157,331,Random
Random\3.png,127,278,167,318,Random
Random\4.png,474,350,514,390,Random
Random\5.png,161,146,201,186,Random
Random\6.png,170,144,210,184,Random
Random\7.png,126,331,166,371,Random
Random\8.png,66,194,106,234,Random
Random\9.png,192,131,232,171,Random
Random\10.png,255,99,295,139,Random
Random\11.png,227,97,267,137,Random
Random\12.png,52,185,92,225,Random
Random\13.png,172,376,212,416,Random
Random\14.png,172,298,212,338,Random
Random\15.png,171,241,211,281,Random
Random\16.png,170,182,210,222,Random
Random\17.png,167,111,207,151,Random
Random\18.png,165,56,205,96,Random
Random\19.png,171,207,211,247,Random
Random\1.png,383,157,423,197,Random
Random\2.png,372,158,412,198,Random
Random\3.png,398,158,438,198,Random
Random\4.png,431,155,471,195,Random
Random\5.png,461,153,501,193,Random
Random\6.png,472,152,512,192,Random
Random\7.png,444,154,484,194,Random
Random\8.png,403,156,443,196,Random
Random\9.png,376,157,416,197,Random
Random\10.png,346,158,386,198,Random
Random\11.png,325,158,365,198,Random
Random\12.png,302,158,342,198,Random
Random\13.png,279,158,319,198,Random
Random\14.png,261,158,301,198,Random
Random\15.png,257,159,297,199,Random
Random\16.png,286,158,326,198,Random
Random\17.png,317,159,357,199,Random
Random\18.png,347,159,387,199,Random
Random\19.png,375,159,415,199,Random
Random\20.png,405,156,445,196,Random
Random\21.png,436,154,476,194,Random
Random\22.png,458,153,498,193,Random
Random\23.png,478,151,518,191,Random
Random\24.png,493,149,533,189,Random
Random\25.png,392,158,432,198,Random
Random\26.png,363,159,403,199,Random
Random\27.png,331,158,371,198,Random
Random\28.png,332,160,372,200,Random
Random\29.png,355,159,395,199,Random
Random\30.png,369,158,409,198,Random
Random\31.png,395,158,435,198,Random
Random\32.png,410,157,450,197,Random
Random\33.png,426,156,466,196,Random
Random\34.png,438,155,478,195,Random
Random\35.png,452,154,492,194,Random
Random\36.png,445,154,485,194,Random
Random\37.png,416,157,456,197,Random
Random\38.png,388,157,428,197,Random
Random\39.png,372,158,412,198,Random
Random\40.png,352,159,392,199,Random
Random\41.png,330,159,370,199,Random
Random\42.png,311,159,351,199,Random
Random\43.png,300,159,340,199,Random
Random\44.png,300,159,340,199,Random
Random\45.png,304,159,344,199,Random
Random\46.png,322,159,362,199,Random
Random\47.png,343,160,383,200,Random
Random\48.png,364,159,404,199,Random
Random\49.png,387,159,427,199,Random
Random\50.png,403,158,443,198,Random
Random\51.png,411,158,451,198,Random
Random\52.png,395,158,435,198,Random
Random\53.png,368,159,408,199,Random
Random\1.png,142,32,182,72,Random
Random\2.png,138,53,178,93,Random
Random\3.png,135,97,175,137,Random
Random\4.png,136,145,176,185,Random
Random\5.png,137,172,177,212,Random
Random\6.png,98,4,138,44,Random
Random\7.png,96,20,136,60,Random
