
Random\39.png,13,219,53,259,Random
Random\40.png,385,140,425,180,Random
Random\41.png,384,140,424,180,Random
Random\42.png,377,139,417,179,Random
Random\43.png,359,138,399,178,Random
Random\44.png,343,138,383,178,Random
Random\45.png,334,138,374,178,Random
Random\46.png,318,137,358,177,Random
Random\47.png,303,137,343,177,Random
Random\48.png,286,138,326,178,Random
Random\49.png,268,138,308,178,Random
Random\50.png,299,155,339,195,Random
Random\51.png,298,155,338,195,Random
Random\52.png,298,155,338,195,Random
Random\53.png,298,155,338,195,Random
Random\54.png,298,155,338,195,Random
Random\55.png,298,155,338,195,Random
Random\56.png,298,155,338,195,Random
Random\57.png,298,155,338,195,Random
Random\58.png,298,155,338,195,Random
Random\59.png,298,155,338,195,Random
Random\60.png,298,155,338,195,Random
Random\61.png,298,155,338,195,Random
Random\62.png,298,155,338,195,Random
Random\63.png,298,155,338,195,Random
Random\64.png,298,155,338,195,Random
Random\65.png,298,155,338,195,Random
Random\66.png,298,155,338,195,Random
Random\67.png,298,155,338,195,Random
Random\68.png,298,155,338,195,Random
Random\1.png,297,192,337,232,Random
Random\2.png,297,192,337,232,Random
Random\3.png,297,192,337,232,Random
Random\4.png,297,192,337,232,Random
Random\5.png,297,192,337,232,Random
Random\6.png,297,192,337,232,Random
Random\7.png,297,192,337,232,Random
Random\8.png,297,192,337,232,Random
Random\9.png,297,192,337,232,Random
Random\10.png,297,192,337,232,Random
Random\11.png,297,192,337,232,Random
Random\1.png,299,194,339,234,Random
Random\2.png,299,194,339,234,Random
Random\3.png,353,191,393,231,Random
Random\4.png,363,191,403,231,Random
Random\5.png,377,191,417,231,Random
Random\6.png,399,190,439,230,Random
Random\7.png,414,189,454,229,Random
Random\8.png,430,189,470,229,Random
Random\9.png,445,189,485,229,Random
Random\10.png,462,188,502,228,Random
Random\11.png,106,129,146,169,Random
Random\1.png,300,204,340,244,Random
